image_index;index;phi1;Phi;phi2;slip_sys_no;slip_name;devang;point1_x;point1_y;point2_y;point2_y
1.1_1;1;68.2279748546365;149.964433693178;42.9648617478269;2;100;2.70072418353212;83.5;343.5;125.5;357.5
1.1_1;1;68.2279748546365;149.964433693178;42.9648617478269;4;112;3.7397308522053;83.5;343.5;125.5;357.5
1.1_1;1;68.2279748546365;149.964433693178;42.9648617478269;5;115;3.57345201813762;83.5;343.5;125.5;357.5
1.1_1;2;68.2279748546365;149.964433693178;42.9648617478269;4;112;1.86084087999066;126.5;363.5;156.5;406.5
1.1_1;3;68.2279748546365;149.964433693178;42.9648617478269;3;110;4.0227474682911;173.5;471.5;155.5;598.5
1.1_1;3;68.2279748546365;149.964433693178;42.9648617478269;4;112;0.937686912106777;173.5;471.5;155.5;598.5
1.1_1;3;68.2279748546365;149.964433693178;42.9648617478269;5;115;0.0472685454113138;173.5;471.5;155.5;598.5
1.1_1;4;68.2279748546365;149.964433693178;42.9648617478269;3;110;1.0554701948341;221.5;498.5;182.5;698.5
1.1_1;4;68.2279748546365;149.964433693178;42.9648617478269;4;112;2.02959036135078;221.5;498.5;182.5;698.5
1.1_1;4;68.2279748546365;149.964433693178;42.9648617478269;5;115;2.9200087280389;221.5;498.5;182.5;698.5
1.1_1;5;68.2279748546365;149.964433693178;42.9648617478269;4;112;4.15152225490721;296.5;550.5;278.5;762.5
1.1_1;5;68.2279748546365;149.964433693178;42.9648617478269;5;115;3.26110388821881;296.5;550.5;278.5;762.5
1.1_1;6;68.2279748546365;149.964433693178;42.9648617478269;4;112;1.61222729590547;282.5;764.5;424.5;797.5
1.1_1;6;68.2279748546365;149.964433693178;42.9648617478269;5;115;1.77850612997304;282.5;764.5;424.5;797.5
1.1_1;7;68.2279748546365;149.964433693178;42.9648617478269;4;112;2.9942724693171;426.5;795.5;476.5;799.5
1.1_1;7;68.2279748546365;149.964433693178;42.9648617478269;5;115;0.298811059979939;426.5;795.5;476.5;799.5
1.1_1;8;68.2279748546365;149.964433693178;42.9648617478269;1;111;1.53568581679872;485.5;807.5;527.5;774.5
1.1_1;9;68.2279748546365;149.964433693178;42.9648617478269;1;111;4.58186329677292;501.5;826.5;541.5;787.5
1.1_1;9;68.2279748546365;149.964433693178;42.9648617478269;4;112;3.51570036055793;501.5;826.5;541.5;787.5
1.1_1;9;68.2279748546365;149.964433693178;42.9648617478269;5;115;0.202450911997654;501.5;826.5;541.5;787.5
1.1_1;10;68.2279748546365;149.964433693178;42.9648617478269;3;110;0.901167626403892;745.5;730.5;847.5;709.5
1.1_1;11;68.2279748546365;149.964433693178;42.9648617478269;3;110;1.79634133661488;749.5;666.5;848.5;644.5
1.1_1;11;68.2279748546365;149.964433693178;42.9648617478269;4;112;4.42868698211644;749.5;666.5;848.5;644.5
1.1_1;12;68.2279748546365;149.964433693178;42.9648617478269;3;110;2.69856249814503;757.5;786.5;824.5;770.5
1.1_1;12;68.2279748546365;149.964433693178;42.9648617478269;4;112;3.52646582058626;757.5;786.5;824.5;770.5
1.1_1;13;68.2279748546365;149.964433693178;42.9648617478269;3;110;4.15602640128264;819.5;442.5;903.5;516.5
1.1_1;13;68.2279748546365;149.964433693178;42.9648617478269;4;112;1.89178457194682;819.5;442.5;903.5;516.5
1.1_1;13;68.2279748546365;149.964433693178;42.9648617478269;5;115;2.184250445058;819.5;442.5;903.5;516.5
1.1_1;14;68.2279748546365;149.964433693178;42.9648617478269;2;100;1.2698675367657;870.5;594.5;841.5;643.5
1.1_1;14;68.2279748546365;149.964433693178;42.9648617478269;4;112;3.48973959085044;870.5;594.5;841.5;643.5
1.1_1;14;68.2279748546365;149.964433693178;42.9648617478269;5;115;4.62352297888082;870.5;594.5;841.5;643.5
1.1_1;15;68.2279748546365;149.964433693178;42.9648617478269;2;100;2.65664533593995;884.5;643.5;844.5;707.5
1.1_1;15;68.2279748546365;149.964433693178;42.9648617478269;4;112;2.10296179167635;884.5;643.5;844.5;707.5
1.1_1;15;68.2279748546365;149.964433693178;42.9648617478269;5;115;3.23674517970671;884.5;643.5;844.5;707.5
1.1_1;16;68.2279748546365;149.964433693178;42.9648617478269;5;115;3.34176964345478;811.140502354788;775.93956043956;832.936420722135;712.2284144427
1.1_1;17;68.2279748546365;149.964433693178;42.9648617478269;2;100;2.41074221266919;849.702511773941;187.449764521193;893.294348508634;117.03218210361
1.1_1;17;68.2279748546365;149.964433693178;42.9648617478269;4;112;2.34886491494708;849.702511773941;187.449764521193;893.294348508634;117.03218210361
1.1_1;17;68.2279748546365;149.964433693178;42.9648617478269;5;115;3.48264830297752;849.702511773941;187.449764521193;893.294348508634;117.03218210361
1.2_2;1;68.2279748546365;149.964433693178;42.9648617478269;4;112;0.75914354960396;290.5;574.5;357.5;582.5
1.2_2;1;68.2279748546365;149.964433693178;42.9648617478269;5;115;1.93631785973306;290.5;574.5;357.5;582.5
1.2_2;2;68.2279748546365;149.964433693178;42.9648617478269;2;100;3.61010463273141;361.5;652.5;399.5;664.5
1.2_2;2;68.2279748546365;149.964433693178;42.9648617478269;4;112;2.83035040300621;361.5;652.5;399.5;664.5
1.2_2;2;68.2279748546365;149.964433693178;42.9648617478269;5;115;2.66407156893845;361.5;652.5;399.5;664.5
1.2_2;3;68.2279748546365;149.964433693178;42.9648617478269;3;110;3.37880575040444;402.5;664.5;409.5;670.5
1.2_2;3;68.2279748546365;149.964433693178;42.9648617478269;4;112;2.66900522282514;402.5;664.5;409.5;670.5
1.2_2;3;68.2279748546365;149.964433693178;42.9648617478269;5;115;1.40702979417968;402.5;664.5;409.5;670.5
1.2_2;4;68.2279748546365;149.964433693178;42.9648617478269;3;110;0.31035343894854;413.5;726.5;431.5;716.5
1.2_2;5;68.2279748546365;149.964433693178;42.9648617478269;1;111;1.18983351130686;481.5;694.5;541.5;692.5
1.2_2;6;68.2279748546365;149.964433693178;42.9648617478269;3;110;4.36774363142617;521.5;778.5;546.5;771.5
1.2_2;6;68.2279748546365;149.964433693178;42.9648617478269;4;112;1.31524823405947;521.5;778.5;546.5;771.5
1.2_2;7;68.2279748546365;149.964433693178;42.9648617478269;3;110;0.137814269391781;847.5;705.5;930.5;675.5
1.2_2;7;68.2279748546365;149.964433693178;42.9648617478269;4;112;2.91468112797605;847.5;705.5;930.5;675.5
1.2_2;8;68.2279748546365;149.964433693178;42.9648617478269;3;110;0.736794518394944;902.5;397.5;1043.5;507.5
1.2_2;8;68.2279748546365;149.964433693178;42.9648617478269;5;115;1.23498143782868;902.5;397.5;1043.5;507.5
1.2_2;9;68.2279748546365;149.964433693178;42.9648617478269;2;100;2.54205392970226;963.5;625.5;935.5;670.5
1.2_2;9;68.2279748546365;149.964433693178;42.9648617478269;4;112;2.21755319791419;963.5;625.5;935.5;670.5
1.2_2;9;68.2279748546365;149.964433693178;42.9648617478269;5;115;3.35133658594455;963.5;625.5;935.5;670.5
1.2_2;10;68.2279748546365;149.964433693178;42.9648617478269;2;100;4.34132965383659;1044.5;513.5;970.5;624.5
1.2_2;10;68.2279748546365;149.964433693178;42.9648617478269;4;112;0.418277473780613;1044.5;513.5;970.5;624.5
1.2_2;10;68.2279748546365;149.964433693178;42.9648617478269;5;115;1.55206086181047;1044.5;513.5;970.5;624.5
1.2_2;11;68.2279748546365;149.964433693178;42.9648617478269;4;112;4.24634380184452;358.456043956044;564.686813186813;356.779434850863;648.51726844584
1.2_2;12;68.2279748546365;149.964433693178;42.9648617478269;4;112;3.42262914943862;433.903453689168;631.751177394034;475.818681318681;695.462323390895
1.2_2;13;68.2279748546365;149.964433693178;42.9648617478269;4;112;3.10058096366942;397.018053375196;660.253532182103;397.018053375196;732.347723704866
1.2_2;14;68.2279748546365;149.964433693178;42.9648617478269;3;110;4.54193415123667;428.873626373626;718.934850863422;517.733908948195;775.93956043956
1.2_2;14;68.2279748546365;149.964433693178;42.9648617478269;5;115;3.40032815570558;428.873626373626;718.934850863422;517.733908948195;775.93956043956
1.2_2;15;68.2279748546365;149.964433693178;42.9648617478269;3;110;0.182867736807685;551.266091051806;765.879905808477;579.768445839875;787.675824175824
1.2_2;15;68.2279748546365;149.964433693178;42.9648617478269;5;115;1.32447373233968;551.266091051806;765.879905808477;579.768445839875;787.675824175824
1.3_3;1;68.2279748546365;149.964433693178;42.9648617478269;4;112;3.89678278588684;323.5;483.5;307.5;662.5
1.3_3;1;68.2279748546365;149.964433693178;42.9648617478269;5;115;3.00636441919843;323.5;483.5;307.5;662.5
1.3_3;2;68.2279748546365;149.964433693178;42.9648617478269;1;111;2.1455501894564;750.5;816.5;795.5;926.5
1.3_3;2;68.2279748546365;149.964433693178;42.9648617478269;2;100;0.476998511848657;750.5;816.5;795.5;926.5
1.3_3;2;68.2279748546365;149.964433693178;42.9648617478269;3;110;2.82748638193696;750.5;816.5;795.5;926.5
1.3_3;2;68.2279748546365;149.964433693178;42.9648617478269;4;112;1.77027161706061;750.5;816.5;795.5;926.5
1.3_3;2;68.2279748546365;149.964433693178;42.9648617478269;5;115;1.24918588760434;750.5;816.5;795.5;926.5
1.3_3;3;68.2279748546365;149.964433693178;42.9648617478269;5;115;3.39520102520945;793.5;444.5;866.5;490.5
1.3_3;4;68.2279748546365;149.964433693178;42.9648617478269;3;110;0.0581030863862374;801.5;527.5;854.5;498.5
1.3_3;5;68.2279748546365;149.964433693178;42.9648617478269;3;110;0.0268835667409806;831.5;602.5;897.5;578.5
1.3_3;5;68.2279748546365;149.964433693178;42.9648617478269;4;112;3.01772317549786;831.5;602.5;897.5;578.5
1.3_3;6;68.2279748546365;149.964433693178;42.9648617478269;3;110;2.23046869604137;834.5;390.5;884.5;425.5
1.3_3;6;68.2279748546365;149.964433693178;42.9648617478269;5;115;1.08886270050995;834.5;390.5;884.5;425.5
1.3_3;7;68.2279748546365;149.964433693178;42.9648617478269;4;112;2.80455203849171;842.5;633.5;890.5;637.5
1.3_3;7;68.2279748546365;149.964433693178;42.9648617478269;5;115;0.10909062915491;842.5;633.5;890.5;637.5
1.3_3;8;68.2279748546365;149.964433693178;42.9648617478269;2;100;4.33184439404318;881.5;434.5;860.5;479.5
1.3_3;8;68.2279748546365;149.964433693178;42.9648617478269;5;115;2.78903646493567;881.5;434.5;860.5;479.5
1.3_3;9;68.2279748546365;149.964433693178;42.9648617478269;4;112;1.08595441799487;869.5;496.5;914.5;540.5
1.3_3;10;68.2279748546365;149.964433693178;42.9648617478269;4;112;0.310109238243379;873.5;319.5;1062.5;495.5
1.3_3;10;68.2279748546365;149.964433693178;42.9648617478269;5;115;3.76592577876078;873.5;319.5;1062.5;495.5
1.3_3;11;68.2279748546365;149.964433693178;42.9648617478269;3;110;2.3767418256175;901.5;627.5;974.5;610.5
1.3_3;11;68.2279748546365;149.964433693178;42.9648617478269;4;112;3.84828649311351;901.5;627.5;974.5;610.5
1.3_3;12;68.2279748546365;149.964433693178;42.9648617478269;4;112;0.890332134760928;973.5;525.5;979.5;611.5
1.3_3;13;68.2279748546365;149.964433693178;42.9648617478269;3;110;3.77763942747867;978.5;528.5;1057.5;505.5
1.3_3;13;68.2279748546365;149.964433693178;42.9648617478269;4;112;0.725144030111882;978.5;528.5;1057.5;505.5
1.3_3;14;68.2279748546365;149.964433693178;42.9648617478269;4;112;1.66751970888953;908.383830455259;200.862637362637;951.975667189953;262.897174254317
1.4_4;1;68.2279748546365;149.964433693178;42.9648617478269;3;110;0.60298634703311;311.5;629.5;286.5;740.5
1.4_4;1;68.2279748546365;149.964433693178;42.9648617478269;4;112;3.68804690321834;311.5;629.5;286.5;740.5
1.4_4;1;68.2279748546365;149.964433693178;42.9648617478269;5;115;1.62681653580226;311.5;629.5;286.5;740.5
1.4_4;2;68.2279748546365;149.964433693178;42.9648617478269;5;115;4.24873910535949;317.5;511.5;312.5;585.5
1.4_4;3;68.2279748546365;149.964433693178;42.9648617478269;4;112;0.779219154778981;364.5;649.5;448.5;659.5
1.4_4;3;68.2279748546365;149.964433693178;42.9648617478269;5;115;1.9162422545587;364.5;649.5;448.5;659.5
1.4_4;4;68.2279748546365;149.964433693178;42.9648617478269;3;110;4.09220572628038;396.5;524.5;379.5;645.5
1.4_4;4;68.2279748546365;149.964433693178;42.9648617478269;4;112;1.00714517009625;396.5;524.5;379.5;645.5
1.4_4;4;68.2279748546365;149.964433693178;42.9648617478269;5;115;0.116726803405445;396.5;524.5;379.5;645.5
1.4_4;5;68.2279748546365;149.964433693178;42.9648617478269;3;110;0.201021158455778;449.5;667.5;441.5;705.5
1.4_4;5;68.2279748546365;149.964433693178;42.9648617478269;4;112;2.88403939772852;449.5;667.5;441.5;705.5
1.4_4;5;68.2279748546365;149.964433693178;42.9648617478269;5;115;2.43082404129225;449.5;667.5;441.5;705.5
1.4_4;6;68.2279748546365;149.964433693178;42.9648617478269;4;112;0.923618253634213;485.5;734.5;587.5;759.5
1.4_4;6;68.2279748546365;149.964433693178;42.9648617478269;5;115;1.0898970877021;485.5;734.5;587.5;759.5
1.4_4;7;68.2279748546365;149.964433693178;42.9648617478269;3;110;1.94656426984215;828.5;574.5;819.5;610.5
1.4_4;7;68.2279748546365;149.964433693178;42.9648617478269;5;115;0.28323861299401;828.5;574.5;819.5;610.5
1.4_4;8;68.2279748546365;149.964433693178;42.9648617478269;4;112;4.65708054079758;793.5;629.5;825.5;680.5
1.4_4;9;68.2279748546365;149.964433693178;42.9648617478269;3;110;3.75792861756236;810.5;377.5;909.5;463.5
1.4_4;9;68.2279748546365;149.964433693178;42.9648617478269;4;112;2.28988235566705;810.5;377.5;909.5;463.5
1.4_4;9;68.2279748546365;149.964433693178;42.9648617478269;5;115;1.78615266133755;810.5;377.5;909.5;463.5
1.4_4;10;68.2279748546365;149.964433693178;42.9648617478269;2;100;2.33762981571319;900.5;492.5;850.5;573.5
1.4_4;10;68.2279748546365;149.964433693178;42.9648617478269;4;112;2.42197731190304;900.5;492.5;850.5;573.5
1.4_4;10;68.2279748546365;149.964433693178;42.9648617478269;5;115;3.55576069993351;900.5;492.5;850.5;573.5
1.4_4;12;68.2279748546365;149.964433693178;42.9648617478269;2;100;2.11359117284062;974.5;553.5;939.5;621.5
1.4_4;13;68.2279748546365;149.964433693178;42.9648617478269;1;111;2.00699207221673;784.3147566719;608.278649921507;819.523547880691;606.602040816326
1.4_4;15;68.2279748546365;149.964433693178;42.9648617478269;4;112;1.97316562922741;894.970957613815;179.06671899529;931.856357927787;135.474882260596
1.4_4;15;68.2279748546365;149.964433693178;42.9648617478269;5;115;4.99422992148384;894.970957613815;179.06671899529;931.856357927787;135.474882260596
1.5_5;1;68.2279748546365;149.964433693178;42.9648617478269;4;112;0.238175737560849;299.5;515.5;303.5;595.5
1.5_5;2;68.2279748546365;149.964433693178;42.9648617478269;5;115;3.9887610027059;322.5;608.5;347.5;655.5
1.5_5;3;68.2279748546365;149.964433693178;42.9648617478269;2;100;1.04798210613626;827.5;669.5;771.5;773.5
1.5_5;4;68.2279748546365;149.964433693178;42.9648617478269;2;100;2.78368669506525;825.5;547.5;805.5;587.5
1.5_5;4;68.2279748546365;149.964433693178;42.9648617478269;5;115;4.33719416391376;825.5;547.5;805.5;587.5
1.5_5;5;68.2279748546365;149.964433693178;42.9648617478269;3;110;3.06279434893067;776.5;461.5;832.5;499.5
1.5_5;5;68.2279748546365;149.964433693178;42.9648617478269;5;115;1.92118835339952;776.5;461.5;832.5;499.5
1.5_5;6;68.2279748546365;149.964433693178;42.9648617478269;1;111;4.42568359925003;826.5;593.5;859.5;561.5
1.5_5;6;68.2279748546365;149.964433693178;42.9648617478269;4;112;3.67188005808087;826.5;593.5;859.5;561.5
1.5_5;6;68.2279748546365;149.964433693178;42.9648617478269;5;115;0.358630609520894;826.5;593.5;859.5;561.5
1.5_5;7;68.2279748546365;149.964433693178;42.9648617478269;2;100;1.81056663620096;856.5;70.5;830.5;113.5
1.5_5;7;68.2279748546365;149.964433693178;42.9648617478269;4;112;2.94904049141548;856.5;70.5;830.5;113.5
1.5_5;7;68.2279748546365;149.964433693178;42.9648617478269;5;115;4.08282387944575;856.5;70.5;830.5;113.5
1.5_5;8;68.2279748546365;149.964433693178;42.9648617478269;1;111;4.18378488175668;860.5;557.5;886.5;532.5
1.5_5;8;68.2279748546365;149.964433693178;42.9648617478269;4;112;3.91377877557408;860.5;557.5;886.5;532.5
1.5_5;8;68.2279748546365;149.964433693178;42.9648617478269;5;115;0.600529327013883;860.5;557.5;886.5;532.5
1.5_5;9;68.2279748546365;149.964433693178;42.9648617478269;4;112;0.0400468591747205;881.5;463.5;893.5;538.5
1.5_5;10;68.2279748546365;149.964433693178;42.9648617478269;5;115;3.01044455453498;789.344583987441;588.15934065934;831.259811616955;670.313186813187
1.5_5;11;68.2279748546365;149.964433693178;42.9648617478269;3;110;0.806220865884722;712.220565149137;787.675824175824;779.284929356358;775.93956043956
1.5_5;12;68.2279748546365;149.964433693178;42.9648617478269;1;111;4.59522674825504;509.350863422292;739.054160125588;581.445054945055;732.347723704866
1.5_5;13;68.2279748546365;149.964433693178;42.9648617478269;4;112;0.160762890175069;464.082417582418;713.90502354788;509.350863422292;725.641287284144
1.5_5;13;68.2279748546365;149.964433693178;42.9648617478269;5;115;0.327041724243206;464.082417582418;713.90502354788;509.350863422292;725.641287284144
1.5_5;14;68.2279748546365;149.964433693178;42.9648617478269;1;111;2.00699207221709;331.630298273156;661.930141287284;366.839089481947;660.253532182103
2.1_6;1;68.2279748546365;149.964433693178;42.9648617478269;3;110;3.32061694493657;277.5;500.5;248.5;688.5
2.1_6;1;68.2279748546365;149.964433693178;42.9648617478269;4;112;0.235556388751878;277.5;500.5;248.5;688.5
2.1_6;1;68.2279748546365;149.964433693178;42.9648617478269;5;115;0.654861977935249;277.5;500.5;248.5;688.5
2.1_6;2;68.2279748546365;149.964433693178;42.9648617478269;4;112;0.897982801903923;375.5;570.5;379.5;674.5
2.1_6;3;68.2279748546365;149.964433693178;42.9648617478269;4;112;2.73665273954815;381.5;630.5;447.5;642.5
2.1_6;3;68.2279748546365;149.964433693178;42.9648617478269;5;115;4.55665033601838;381.5;630.5;447.5;642.5
2.1_6;4;68.2279748546365;149.964433693178;42.9648617478269;4;112;0.561908624937953;449.5;758.5;645.5;786.5
2.1_6;4;68.2279748546365;149.964433693178;42.9648617478269;5;115;3.25737003427577;449.5;758.5;645.5;786.5
2.1_6;5;68.2279748546365;149.964433693178;42.9648617478269;2;100;1.43540865418287;923.5;66.5;895.5;113.5
2.1_6;5;68.2279748546365;149.964433693178;42.9648617478269;4;112;3.32419847343351;923.5;66.5;895.5;113.5
2.1_6;5;68.2279748546365;149.964433693178;42.9648617478269;5;115;4.45798186146375;923.5;66.5;895.5;113.5
2.1_6;6;68.2279748546365;149.964433693178;42.9648617478269;2;100;3.85417463463764;371.868916797488;673.666405023548;447.316326530612;697.138932496075
2.1_6;6;68.2279748546365;149.964433693178;42.9648617478269;4;112;2.58628040109991;371.868916797488;673.666405023548;447.316326530612;697.138932496075
2.1_6;6;68.2279748546365;149.964433693178;42.9648617478269;5;115;2.42000156703227;371.868916797488;673.666405023548;447.316326530612;697.138932496075
2.1_6;7;68.2279748546365;149.964433693178;42.9648617478269;3;110;3.62941577398428;831.259811616955;169.007064364207;884.911302982732;143.857927786499
2.1_6;7;68.2279748546365;149.964433693178;42.9648617478269;4;112;2.11400518874682;831.259811616955;169.007064364207;884.911302982732;143.857927786499
2.2_7;1;68.2279748546365;149.964433693178;42.9648617478269;4;112;3.75081589063729;342.5;503.5;334.5;590.5
2.2_7;1;68.2279748546365;149.964433693178;42.9648617478269;5;115;2.86039752394885;342.5;503.5;334.5;590.5
2.2_7;2;68.2279748546365;149.964433693178;42.9648617478269;1;111;1.51349807899104;446.5;581.5;472.5;670.5
2.2_7;2;68.2279748546365;149.964433693178;42.9648617478269;3;110;3.13661480339183;446.5;581.5;472.5;670.5
2.2_7;2;68.2279748546365;149.964433693178;42.9648617478269;4;112;4.1938295682684;446.5;581.5;472.5;670.5
2.2_7;2;68.2279748546365;149.964433693178;42.9648617478269;5;115;4.71491529772466;446.5;581.5;472.5;670.5
2.2_7;3;68.2279748546365;149.964433693178;42.9648617478269;2;100;1.02308471737882;503.5;716.5;574.5;742.5
2.2_7;4;68.2279748546365;149.964433693178;42.9648617478269;3;110;2.20170076258803;807.5;627.5;867.5;618.5
2.2_7;5;68.2279748546365;149.964433693178;42.9648617478269;2;100;1.97995499566064;934.5;673.5;906.5;719.5
2.2_7;5;68.2279748546365;149.964433693178;42.9648617478269;4;112;2.77965213195555;934.5;673.5;906.5;719.5
2.2_7;5;68.2279748546365;149.964433693178;42.9648617478269;5;115;3.91343551998611;934.5;673.5;906.5;719.5
2.2_7;6;68.2279748546365;149.964433693178;42.9648617478269;4;112;1.7297001321704;820.5;394.5;860.5;434.5
2.2_7;7;68.2279748546365;149.964433693178;42.9648617478269;3;110;1.89065181234495;821.5;565.5;866.5;558.5
2.2_7;8;68.2279748546365;149.964433693178;42.9648617478269;3;110;3.08259682614885;866.5;440.5;978.5;535.5
2.2_7;8;68.2279748546365;149.964433693178;42.9648617478269;4;112;2.96521414708055;866.5;440.5;978.5;535.5
2.2_7;8;68.2279748546365;149.964433693178;42.9648617478269;5;115;1.11082086992366;866.5;440.5;978.5;535.5
2.2_7;9;68.2279748546365;149.964433693178;42.9648617478269;3;110;3.75140896570687;940.5;669.5;1038.5;657.5
2.2_7;10;68.2279748546365;149.964433693178;42.9648617478269;4;112;1.72970013217019;1003.5;612.5;1045.5;654.5
2.2_7;11;68.2279748546365;149.964433693178;42.9648617478269;2;100;0.853099253898234;831.259811616955;480.856357927786;863.115384615385;422.175039246468
2.2_7;12;68.2279748546365;149.964433693178;42.9648617478269;4;112;1.22565870394109;829.583202511774;477.503139717425;863.115384615385;524.44819466248
2.2_7;13;68.2279748546365;149.964433693178;42.9648617478269;4;112;2.25970241238371;968.741758241758;524.44819466248;978.801412872842;574.746467817896
2.2_7;14;68.2279748546365;149.964433693178;42.9648617478269;3;110;1.43731935948997;975.44819466248;573.069858712716;1008.98037676609;599.895604395604
2.2_7;14;68.2279748546365;149.964433693178;42.9648617478269;4;112;4.6104916137395;975.44819466248;573.069858712716;1008.98037676609;599.895604395604
2.2_7;14;68.2279748546365;149.964433693178;42.9648617478269;5;115;0.534456596733322;975.44819466248;573.069858712716;1008.98037676609;599.895604395604
2.2_7;15;68.2279748546365;149.964433693178;42.9648617478269;4;112;2.79047606149863;772.578492935636;209.24568288854;848.02590266876;133.798273155415
2.2_7;15;68.2279748546365;149.964433693178;42.9648617478269;5;115;0.522773387060714;772.578492935636;209.24568288854;848.02590266876;133.798273155415
2.2_7;16;68.2279748546365;149.964433693178;42.9648617478269;3;110;0.352591248755757;465.759026687598;655.223704866562;492.584772370487;675.343014128728
